word,count,rank,In Top,letter score,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
sacco,236759,7095,10000,13.75,4.32,0,2.3,0,0,0,0,0,0,0,0,0,0,0,6.02,0,0,0,1.11,0,0,0,0,0,0,0
coosa,224280,7317,10000,13.75,4.32,0,2.3,0,0,0,0,0,0,0,0,0,0,0,6.02,0,0,0,1.11,0,0,0,0,0,0,0
cosas,206145,7678,10000,13.75,4.32,0,2.3,0,0,0,0,0,0,0,0,0,0,0,6.02,0,0,0,1.11,0,0,0,0,0,0,0
lurch,204983,7700,10000,13.72,0,0,2.3,0,0,0,0,0.69,0,0,0,7.68,0,0,0,0,0,2.88,0,0,0.17,0,0,0,0,0
taffy,411033,5188,10000,13.72,4.32,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,0,0,0,0,,0
neely,406772,5212,10000,13.71,0,0,0,0,5.92,0,0,0,0,0,0,7.68,0,0.11,0,0,0,0,0,0,0,0,0,0,,0
ellyn,373276,5469,10000,13.71,0,0,0,0,5.92,0,0,0,0,0,0,7.68,0,0.11,0,0,0,0,0,0,0,0,0,0,,0
nelle,219731,7397,10000,13.71,0,0,0,0,5.92,0,0,0,0,0,0,7.68,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
elene,150454,9196,10000,13.71,0,0,0,0,5.92,0,0,0,0,0,0,7.68,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
chrom,184087,8162,10000,13.71,0,0,2.3,0,0,0,0,0.69,0,0,0,0,1.82,0,6.02,0,0,2.88,0,0,0,0,0,0,0,0
pumas,152053,9134,10000,13.7,4.32,0,0,0,0,0,0,0,0,0,0,0,1.82,0,0,6.28,0,0,1.11,0,0.17,0,0,0,0,0
legge,434372,5040,10000,13.7,0,0,0,0,5.92,0,0.1,0,0,0,0,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elegy,295636,6260,10000,13.7,0,0,0,0,5.92,0,0.1,0,0,0,0,7.68,0,0,0,0,0,0,0,0,0,0,0,0,,0
lolly,259984,6716,10000,13.7,0,0,0,0,0,0,0,0,0,0,0,7.68,0,0,6.02,0,0,0,0,0,0,0,0,0,,0
leggy,182670,8189,10000,13.7,0,0,0,0,5.92,0,0.1,0,0,0,0,7.68,0,0,0,0,0,0,0,0,0,0,0,0,,0
rahim,276082,6481,10000,13.69,4.32,0,0,0,0,0,0,0.69,3.98,0,0,0,1.82,0,0,0,0,2.88,0,0,0,0,0,0,0,0
liddy,166725,8646,10000,13.69,0,0,0,2.03,0,0,0,0,3.98,0,0,7.68,0,0,0,0,0,0,0,0,0,0,0,0,,0
dilly,161256,8819,10000,13.69,0,0,0,2.03,0,0,0,0,3.98,0,0,7.68,0,0,0,0,0,0,0,0,0,0,0,0,,0
upson,142480,9496,10000,13.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,6.02,6.28,0,0,1.11,0,0.17,0,0,0,0,0
nyack,359729,5591,10000,13.68,4.32,0,2.3,0,0,0,0,0,0,0,6.95,0,0,0.11,0,0,0,0,0,0,0,0,0,0,,0
usgpo,175697,8376,10000,13.68,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,6.02,6.28,0,0,1.11,0,0.17,0,0,0,0,0
ewell,305789,6149,10000,13.67,0,0,0,0,5.92,0,0,0,0,0,0,7.68,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0
welle,301232,6194,10000,13.67,0,0,0,0,5.92,0,0,0,0,0,0,7.68,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0
scipy,417346,5148,10000,13.67,0,0,2.3,0,0,0,0,0,3.98,0,0,0,0,0,0,6.28,0,0,1.11,0,0,0,0,0,,0
henke,205910,7686,10000,13.67,0,0,0,0,5.92,0,0,0.69,0,0,6.95,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
avons,155403,9018,10000,13.67,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0.11,6.02,0,0,0,1.11,0,0,2.11,0,0,0,0
daffy,268813,6590,10000,13.66,4.32,0,0,2.03,0,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
curia,203518,7734,10000,13.65,4.32,0,2.3,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,2.88,0,0,0.17,0,0,0,0,0
fugit,176280,8357,10000,13.65,0,0,0,0,0,7.31,0.1,0,3.98,0,0,0,0,0,0,0,0,0,0,2.09,0.17,0,0,0,0,0
acess,171785,8483,10000,13.65,4.32,0,2.3,0,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0
casse,147609,9299,10000,13.65,4.32,0,2.3,0,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0
notas,141441,9532,10000,13.65,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0.11,6.02,0,0,0,1.11,2.09,0,0,0,0,0,0
suave,336960,5819,10000,13.63,4.32,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0.17,2.11,0,0,0,0
spong,259708,6721,10000,13.62,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.11,6.02,6.28,0,0,1.11,0,0,0,0,0,0,0
jessi,218737,7421,10000,13.62,0,0,0,0,5.92,0,0,0,3.98,2.61,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0
moshi,192958,7960,10000,13.62,0,0,0,0,0,0,0,0.69,3.98,0,0,0,1.82,0,6.02,0,0,0,1.11,0,0,0,0,0,0,0
seiji,133660,9824,10000,13.62,0,0,0,0,5.92,0,0,0,3.98,2.61,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0
tavis,134443,9785,10000,13.61,4.32,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,1.11,2.09,0,2.11,0,0,0,0
lyell,140739,9559,10000,13.6,0,0,0,0,5.92,0,0,0,0,0,0,7.68,0,0,0,0,0,0,0,0,0,0,0,0,,0
cific,208714,7630,10000,13.59,0,0,2.3,0,0,7.31,0,0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
espnu,204218,7716,10000,13.59,0,0,0,0,5.92,0,0,0,0,0,0,0,0,0.11,0,6.28,0,0,1.11,0,0.17,0,0,0,0,0
pacha,173750,8422,10000,13.59,4.32,0,2.3,0,0,0,0,0.69,0,0,0,0,0,0,0,6.28,0,0,0,0,0,0,0,0,0,0
arinc,161188,8825,10000,13.59,4.32,0,2.3,0,0,0,0,0,3.98,0,0,0,0,0.11,0,0,0,2.88,0,0,0,0,0,0,0,0
carin,157174,8960,10000,13.59,4.32,0,2.3,0,0,0,0,0,3.98,0,0,0,0,0.11,0,0,0,2.88,0,0,0,0,0,0,0,0
gimli,254006,6800,10000,13.58,0,0,0,0,0,0,0.1,0,3.98,0,0,7.68,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0
ihren,346533,5730,10000,13.58,0,0,0,0,5.92,0,0,0.69,3.98,0,0,0,0,0.11,0,0,0,2.88,0,0,0,0,0,0,0,0
rhein,342044,5767,10000,13.58,0,0,0,0,5.92,0,0,0.69,3.98,0,0,0,0,0.11,0,0,0,2.88,0,0,0,0,0,0,0,0
praga,283249,6397,10000,13.58,4.32,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,6.28,0,2.88,0,0,0,0,0,0,0,0
cgiar,209362,7614,10000,13.58,4.32,0,2.3,0,0,0,0.1,0,3.98,0,0,0,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0
souci,135903,9732,10000,13.58,0,0,2.3,0,0,0,0,0,3.98,0,0,0,0,0,6.02,0,0,0,1.11,0,0.17,0,0,0,0,0
horiz,253742,6806,10000,13.57,0,0,0,0,0,0,0,0.69,3.98,0,0,0,0,0,6.02,0,0,2.88,0,0,0,0,0,0,0,
vanes,216576,7463,10000,13.57,4.32,0,0,0,5.92,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1.11,0,0,2.11,0,0,0,0
aavso,235338,7114,10000,13.56,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02,0,0,0,1.11,0,0,2.11,0,0,0,0
gsave,229924,7211,10000,13.56,4.32,0,0,0,5.92,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,2.11,0,0,0,0
furst,172852,8453,10000,13.56,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,2.88,1.11,2.09,0.17,0,0,0,0,0
sante,396923,5272,10000,13.55,4.32,0,0,0,5.92,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1.11,2.09,0,0,0,0,0,0
nesta,193573,7948,10000,13.55,4.32,0,0,0,5.92,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1.11,2.09,0,0,0,0,0,0
haupt,167559,8621,10000,13.55,4.32,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,6.28,0,0,0,2.09,0.17,0,0,0,0,0
vadis,141371,9536,10000,13.55,4.32,0,0,2.03,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,1.11,0,0,2.11,0,0,0,0
stena,132025,9888,10000,13.55,4.32,0,0,0,5.92,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1.11,2.09,0,0,0,0,0,0
stato,398784,5260,10000,13.54,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02,0,0,0,1.11,2.09,0,0,0,0,0,0
aosta,320547,5985,10000,13.54,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02,0,0,0,1.11,2.09,0,0,0,0,0,0
tages,206677,7670,10000,13.54,4.32,0,0,0,5.92,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1.11,2.09,0,0,0,0,0,0
tasso,146716,9334,10000,13.54,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02,0,0,0,1.11,2.09,0,0,0,0,0,0
spasm,391339,5312,10000,13.53,4.32,0,0,0,0,0,0,0,0,0,0,0,1.82,0,0,6.28,0,0,1.11,0,0,0,0,0,0,0
spams,323676,5953,10000,13.53,4.32,0,0,0,0,0,0,0,0,0,0,0,1.82,0,0,6.28,0,0,1.11,0,0,0,0,0,0,0
mapas,274086,6520,10000,13.53,4.32,0,0,0,0,0,0,0,0,0,0,0,1.82,0,0,6.28,0,0,1.11,0,0,0,0,0,0,0
mysap,241916,7004,10000,13.53,4.32,0,0,0,0,0,0,0,0,0,0,0,1.82,0,0,6.28,0,0,1.11,0,0,0,0,0,,0
simca,314271,6058,10000,13.53,4.32,0,2.3,0,0,0,0,0,3.98,0,0,0,1.82,0,0,0,0,0,1.11,0,0,0,0,0,0,0
imacs,260297,6703,10000,13.53,4.32,0,2.3,0,0,0,0,0,3.98,0,0,0,1.82,0,0,0,0,0,1.11,0,0,0,0,0,0,0
staid,194345,7930,10000,13.53,4.32,0,0,2.03,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,1.11,2.09,0,0,0,0,0,0
imesh,279127,6438,10000,13.52,0,0,0,0,5.92,0,0,0.69,3.98,0,0,0,1.82,0,0,0,0,0,1.11,0,0,0,0,0,0,0
poons,168046,8598,10000,13.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,6.02,6.28,0,0,1.11,0,0,0,0,0,0,0
etwas,184102,8159,10000,13.51,4.32,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,2.09,0,0,0.07,0,0,0
punky,183430,8175,10000,13.51,0,0,0,0,0,0,0,0,0,0,6.95,0,0,0.11,0,6.28,0,0,0,0,0.17,0,0,0,,0
enuff,161408,8816,10000,13.51,0,0,0,0,5.92,7.31,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0.17,0,0,0,0,0
fugue,400733,5251,10000,13.5,0,0,0,0,5.92,7.31,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0
terje,214570,7510,10000,13.5,0,0,0,0,5.92,0,0,0,0,2.61,0,0,0,0,0,0,0,2.88,0,2.09,0,0,0,0,0,0
danse,353914,5655,10000,13.49,4.32,0,0,2.03,5.92,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1.11,0,0,0,0,0,0,0
snead,175337,8379,10000,13.49,4.32,0,0,2.03,5.92,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1.11,0,0,0,0,0,0,0
dnase,159798,8874,10000,13.49,4.32,0,0,2.03,5.92,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1.11,0,0,0,0,0,0,0
infty,141996,9514,10000,13.49,0,0,0,0,0,7.31,0,0,3.98,0,0,0,0,0.11,0,0,0,0,0,2.09,0,0,0,0,,0
milli,336324,5828,10000,13.48,0,0,0,0,0,0,0,0,3.98,0,0,7.68,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0
milly,285112,6384,10000,13.48,0,0,0,0,0,0,0,0,3.98,0,0,7.68,1.82,0,0,0,0,0,0,0,0,0,0,0,,0
parra,283456,6396,10000,13.48,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28,0,2.88,0,0,0,0,0,0,0,0
rappa,181473,8223,10000,13.48,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28,0,2.88,0,0,0,0,0,0,0,0
sodas,299348,6213,10000,13.48,4.32,0,0,2.03,0,0,0,0,0,0,0,0,0,0,6.02,0,0,0,1.11,0,0,0,0,0,0,0
osada,218877,7411,10000,13.48,4.32,0,0,2.03,0,0,0,0,0,0,0,0,0,0,6.02,0,0,0,1.11,0,0,0,0,0,0,0
vipps,213679,7525,10000,13.48,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,6.28,0,0,1.11,0,0,2.11,0,0,0,0
dados,181878,8212,10000,13.48,4.32,0,0,2.03,0,0,0,0,0,0,0,0,0,0,6.02,0,0,0,1.11,0,0,0,0,0,0,0
pusey,145444,9383,10000,13.48,0,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,6.28,0,0,1.11,0,0.17,0,0,0,,0
ihrer,293990,6285,10000,13.47,0,0,0,0,5.92,0,0,0.69,3.98,0,0,0,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0
hirer,147904,9291,10000,13.47,0,0,0,0,5.92,0,0,0.69,3.98,0,0,0,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0
tanka,144512,9419,10000,13.47,4.32,0,0,0,0,0,0,0,0,0,6.95,0,0,0.11,0,0,0,0,0,2.09,0,0,0,0,0,0
spitz,351048,5682,10000,13.46,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,6.28,0,0,1.11,2.09,0,0,0,0,0,
spits,321273,5978,10000,13.46,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,6.28,0,0,1.11,2.09,0,0,0,0,0,0
tipsy,279464,6431,10000,13.46,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,6.28,0,0,1.11,2.09,0,0,0,0,,0
tipps,247267,6916,10000,13.46,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,6.28,0,0,1.11,2.09,0,0,0,0,0,0
turco,195996,7888,10000,13.46,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,6.02,0,0,2.88,0,2.09,0.17,0,0,0,0,0
shill,163716,8749,10000,13.46,0,0,0,0,0,0,0,0.69,3.98,0,0,7.68,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0
crump,328553,5908,10000,13.45,0,0,2.3,0,0,0,0,0,0,0,0,0,1.82,0,0,6.28,0,2.88,0,0,0.17,0,0,0,0,0
sawed,169894,8546,10000,13.45,4.32,0,0,2.03,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0.07,0,0,0
nacho,392622,5303,10000,13.44,4.32,0,2.3,0,0,0,0,0.69,0,0,0,0,0,0.11,6.02,0,0,0,0,0,0,0,0,0,0,0
etats,337234,5818,10000,13.44,4.32,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,2.09,0,0,0,0,0,0
testa,282061,6409,10000,13.44,4.32,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,2.09,0,0,0,0,0,0
tetas,251712,6839,10000,13.44,4.32,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,2.09,0,0,0,0,0,0
osamu,224401,7314,10000,13.44,4.32,0,0,0,0,0,0,0,0,0,0,0,1.82,0,6.02,0,0,0,1.11,0,0.17,0,0,0,0,0
cking,220015,7392,10000,13.44,0,0,2.3,0,0,0,0.1,0,3.98,0,6.95,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
gefen,171115,8512,10000,13.44,0,0,0,0,5.92,7.31,0.1,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
tates,170224,8532,10000,13.44,4.32,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,2.09,0,0,0,0,0,0
astea,166895,8640,10000,13.44,4.32,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,2.09,0,0,0,0,0,0
traiu,145770,9370,10000,13.44,4.32,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,2.88,0,2.09,0.17,0,0,0,0,0
tasse,133951,9814,10000,13.44,4.32,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,2.09,0,0,0,0,0,0
nadph,307276,6129,10000,13.43,4.32,0,0,2.03,0,0,0,0.69,0,0,0,0,0,0.11,0,6.28,0,0,0,0,0,0,0,0,0,0
orang,290223,6322,10000,13.43,4.32,0,0,0,0,0,0.1,0,0,0,0,0,0,0.11,6.02,0,0,2.88,0,0,0,0,0,0,0,0
rogan,281333,6419,10000,13.43,4.32,0,0,0,0,0,0.1,0,0,0,0,0,0,0.11,6.02,0,0,2.88,0,0,0,0,0,0,0,0
penns,149390,9237,10000,13.42,0,0,0,0,5.92,0,0,0,0,0,0,0,0,0.11,0,6.28,0,0,1.11,0,0,0,0,0,0,0
scien,178747,8297,10000,13.42,0,0,2.3,0,5.92,0,0,0,3.98,0,0,0,0,0.11,0,0,0,0,1.11,0,0,0,0,0,0,0
rconv,152550,9115,10000,13.42,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0.11,6.02,0,0,2.88,0,0,0,2.11,0,0,0,0
kandy,299591,6212,10000,13.41,4.32,0,0,2.03,0,0,0,0,0,0,6.95,0,0,0.11,0,0,0,0,0,0,0,0,0,0,,0
kanda,293675,6288,10000,13.41,4.32,0,0,2.03,0,0,0,0,0,0,6.95,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
ooops,288987,6338,10000,13.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02,6.28,0,0,1.11,0,0,0,0,0,0,0
unsub,211302,7578,10000,13.41,0,12.02,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1.11,0,0.17,0,0,0,0,0
esgic,148370,9270,10000,13.41,0,0,2.3,0,5.92,0,0.1,0,3.98,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0
iosco,131098,9926,10000,13.41,0,0,2.3,0,0,0,0,0,3.98,0,0,0,0,0,6.02,0,0,0,1.11,0,0,0,0,0,0,0
contr,419584,5130,10000,13.4,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0.11,6.02,0,0,2.88,0,2.09,0,0,0,0,0,0
arvin,247509,6910,10000,13.4,4.32,0,0,0,0,0,0,0,3.98,0,0,0,0,0.11,0,0,0,2.88,0,0,0,2.11,0,0,0,0
nowra,189645,8020,10000,13.4,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0.11,6.02,0,0,2.88,0,0,0,0,0.07,0,0,0
bugsy,155748,9009,10000,13.4,0,12.02,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0.17,0,0,0,,0
shtml,227709,7246,10000,13.39,0,0,0,0,0,0,0,0.69,0,0,0,7.68,1.82,0,0,0,0,0,1.11,2.09,0,0,0,0,0,0
ouray,225678,7288,10000,13.39,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02,0,0,2.88,0,0,0.17,0,0,0,,0
lunas,153893,9065,10000,13.39,4.32,0,0,0,0,0,0,0,0,0,0,7.68,0,0.11,0,0,0,0,1.11,0,0.17,0,0,0,0,0
ichat,383432,5378,10000,13.38,4.32,0,2.3,0,0,0,0,0.69,3.98,0,0,0,0,0,0,0,0,0,0,2.09,0,0,0,0,0,0
chita,206091,7680,10000,13.38,4.32,0,2.3,0,0,0,0,0.69,3.98,0,0,0,0,0,0,0,0,0,0,2.09,0,0,0,0,0,0
saeed,345341,5737,10000,13.38,4.32,0,0,2.03,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0
manos,334298,5847,10000,13.38,4.32,0,0,0,0,0,0,0,0,0,0,0,1.82,0.11,6.02,0,0,0,1.11,0,0,0,0,0,0,0
assed,312711,6076,10000,13.38,4.32,0,0,2.03,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0
weeps,282891,6401,10000,13.38,0,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,6.28,0,0,1.11,0,0,0,0.07,0,0,0
sayed,232940,7158,10000,13.38,4.32,0,0,2.03,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,,0
artin,196424,7877,10000,13.38,4.32,0,0,0,0,0,0,0,3.98,0,0,0,0,0.11,0,0,0,2.88,0,2.09,0,0,0,0,0,0
eades,177567,8332,10000,13.38,4.32,0,0,2.03,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0
aedes,173718,8423,10000,13.38,4.32,0,0,2.03,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0
spews,150306,9201,10000,13.38,0,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,6.28,0,0,1.11,0,0,0,0.07,0,0,0
dessa,138054,9650,10000,13.38,4.32,0,0,2.03,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0
tigra,181043,8236,10000,13.37,4.32,0,0,0,0,0,0.1,0,3.98,0,0,0,0,0,0,0,0,2.88,0,2.09,0,0,0,0,0,0
katya,229532,7217,10000,13.36,4.32,0,0,0,0,0,0,0,0,0,6.95,0,0,0,0,0,0,0,0,2.09,0,0,0,0,,0
zakat,147546,9301,10000,13.36,4.32,0,0,0,0,0,0,0,0,0,6.95,0,0,0,0,0,0,0,0,2.09,0,0,0,0,0,
cuter,152750,9112,10000,13.36,0,0,2.3,0,5.92,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,2.09,0.17,0,0,0,0,0
recut,146984,9324,10000,13.36,0,0,2.3,0,5.92,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,2.09,0.17,0,0,0,0,0
nicki,345952,5734,10000,13.34,0,0,2.3,0,0,0,0,0,3.98,0,6.95,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
knick,194588,7918,10000,13.34,0,0,2.3,0,0,0,0,0,3.98,0,6.95,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
avsim,148665,9263,10000,13.34,4.32,0,0,0,0,0,0,0,3.98,0,0,0,1.82,0,0,0,0,0,1.11,0,0,2.11,0,0,0,0
hance,159430,8882,10000,13.34,4.32,0,2.3,0,5.92,0,0,0.69,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
ochoa,271744,6553,10000,13.33,4.32,0,2.3,0,0,0,0,0.69,0,0,0,0,0,0,6.02,0,0,0,0,0,0,0,0,0,0,0
eunos,158287,8920,10000,13.33,0,0,0,0,5.92,0,0,0,0,0,0,0,0,0.11,6.02,0,0,0,1.11,0,0.17,0,0,0,0,0
zoran,297743,6229,10000,13.33,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0.11,6.02,0,0,2.88,0,0,0,0,0,0,0,
yaron,179930,8263,10000,13.33,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0.11,6.02,0,0,2.88,0,0,0,0,0,0,,0
arron,160284,8856,10000,13.33,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0.11,6.02,0,0,2.88,0,0,0,0,0,0,0,0
smtpd,157432,8950,10000,13.33,0,0,0,2.03,0,0,0,0,0,0,0,0,1.82,0,0,6.28,0,0,1.11,2.09,0,0,0,0,0,0
indra,371892,5482,10000,13.32,4.32,0,0,2.03,0,0,0,0,3.98,0,0,0,0,0.11,0,0,0,2.88,0,0,0,0,0,0,0,0
nadir,353146,5662,10000,13.32,4.32,0,0,2.03,0,0,0,0,3.98,0,0,0,0,0.11,0,0,0,2.88,0,0,0,0,0,0,0,0
aggro,171343,8503,10000,13.32,4.32,0,0,0,0,0,0.1,0,0,0,0,0,0,0,6.02,0,0,2.88,0,0,0,0,0,0,0,0
nardi,142496,9494,10000,13.32,4.32,0,0,2.03,0,0,0,0,3.98,0,0,0,0,0.11,0,0,0,2.88,0,0,0,0,0,0,0,0
langs,153364,9090,10000,13.32,4.32,0,0,0,0,0,0.1,0,0,0,0,7.68,0,0.11,0,0,0,0,1.11,0,0,0,0,0,0,0
espys,316221,6041,10000,13.31,0,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,6.28,0,0,1.11,0,0,0,0,0,,0
pepys,236493,7100,10000,13.31,0,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,6.28,0,0,1.11,0,0,0,0,0,,0
seeps,188076,8062,10000,13.31,0,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,6.28,0,0,1.11,0,0,0,0,0,0,0
speex,173018,8448,10000,13.31,0,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,6.28,0,0,1.11,0,0,0,0,,0,0
tinos,137072,9695,10000,13.31,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0.11,6.02,0,0,0,1.11,2.09,0,0,0,0,0,0
arwen,391856,5309,10000,13.3,4.32,0,0,0,5.92,0,0,0,0,0,0,0,0,0.11,0,0,0,2.88,0,0,0,0,0.07,0,0,0
waren,219236,7406,10000,13.3,4.32,0,0,0,5.92,0,0,0,0,0,0,0,0,0.11,0,0,0,2.88,0,0,0,0,0.07,0,0,0
zwick,134951,9765,10000,13.3,0,0,2.3,0,0,0,0,0,3.98,0,6.95,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,
busby,412048,5181,10000,13.3,0,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0.17,0,0,0,,0
yohji,313771,6066,10000,13.3,0,0,0,0,0,0,0,0.69,3.98,2.61,0,0,0,0,6.02,0,0,0,0,0,0,0,0,0,,0
reduc,182316,8200,10000,13.3,0,0,2.3,2.03,5.92,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0.17,0,0,0,0,0
centr,179186,8285,10000,13.3,0,0,2.3,0,5.92,0,0,0,0,0,0,0,0,0.11,0,0,0,2.88,0,2.09,0,0,0,0,0,0
aurea,150501,9193,10000,13.29,4.32,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0.17,0,0,0,0,0
corto,305356,6152,10000,13.29,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,6.02,0,0,2.88,0,2.09,0,0,0,0,0,0
evisu,284190,6391,10000,13.29,0,0,0,0,5.92,0,0,0,3.98,0,0,0,0,0,0,0,0,0,1.11,0,0.17,2.11,0,0,0,0
varia,281539,6415,10000,13.29,4.32,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,2.88,0,0,0,2.11,0,0,0,0
